date/time,script,user,action,table,field,"key value","old value","new value"
"2023-10-23 09:11:23",/jootidigitalhealthcare/login,4,login,::1,,,,
"2023-10-23 09:13:42",/jootidigitalhealthcare/logout,4,logout,::1,,,,
"2023-10-23 09:13:56",/jootidigitalhealthcare/login,1,login,::1,,,,
"2023-10-23 09:19:30",/jootidigitalhealthcare/logout,1,logout,::1,,,,
"2023-10-23 10:10:01",/jootidigitalhealthcare/login,1,login,::1,,,,
"2023-10-23 10:10:09",/jootidigitalhealthcare/logout,1,logout,::1,,,,
"2023-10-23 11:54:45",/jootidigitalhealthcare/login,1,login,::1,,,,
"2023-10-23 11:55:56",/jootidigitalhealthcare/logout,1,logout,::1,,,,
"2023-10-23 11:56:04",/jootidigitalhealthcare/login,6,login,::1,,,,
"2023-10-23 11:56:13",/jootidigitalhealthcare/logout,6,logout,::1,,,,
"2023-10-23 12:12:12",/jootidigitalhealthcare/login,6,login,::1,,,,
"2023-10-23 12:12:19",/jootidigitalhealthcare/logout,6,logout,::1,,,,
"2023-10-23 12:12:26",/jootidigitalhealthcare/login,12,login,::1,,,,
"2023-10-23 12:12:45",/jootidigitalhealthcare/logout,12,logout,::1,,,,
"2023-10-23 12:12:57",/jootidigitalhealthcare/login,6,login,::1,,,,
"2023-10-23 12:15:21",/jootidigitalhealthcare/logout,6,logout,::1,,,,
