date/time,script,user,action,table,field,"key value","old value","new value"
"2023-10-28 10:49:50",/jootidigitalhealthcare/login,2,login,::1,,,,
"2023-10-28 10:50:03",/jootidigitalhealthcare/logout,2,logout,::1,,,,
"2023-10-28 10:50:10",/jootidigitalhealthcare/login,3,login,::1,,,,
"2023-10-28 10:50:26",/jootidigitalhealthcare/logout,3,logout,::1,,,,
"2023-10-28 10:50:36",/jootidigitalhealthcare/login,3,login,::1,,,,
"2023-10-28 10:50:42",/jootidigitalhealthcare/logout,3,logout,::1,,,,
"2023-10-28 10:50:49",/jootidigitalhealthcare/login,3,login,::1,,,,
"2023-10-28 10:51:41",/jootidigitalhealthcare/logout,3,logout,::1,,,,
"2023-10-28 10:51:47",/jootidigitalhealthcare/login,3,login,::1,,,,
"2023-10-28 10:51:55",/jootidigitalhealthcare/logout,3,logout,::1,,,,
"2023-10-28 10:52:06",/jootidigitalhealthcare/login,3,login,::1,,,,
"2023-10-28 10:52:42",/jootidigitalhealthcare/logout,3,logout,::1,,,,
"2023-10-28 10:53:58",/jootidigitalhealthcare/login,3,login,::1,,,,
"2023-10-28 10:54:32",/jootidigitalhealthcare/logout,3,logout,::1,,,,
"2023-10-28 10:55:00",/jootidigitalhealthcare/login,1,login,::1,,,,
"2023-10-28 11:00:08",/jootidigitalhealthcare/logout,1,logout,::1,,,,
