date/time,script,user,action,table,field,"key value","old value","new value"
"2023-10-29 14:57:25",/jootidigitalhealthcare/login,1,login,::1,,,,
"2023-10-29 15:05:52",/jootidigitalhealthcare/logout,1,logout,::1,,,,
"2023-10-29 15:06:00",/jootidigitalhealthcare/login,3,login,::1,,,,
"2023-10-29 15:06:06",/jootidigitalhealthcare/logout,3,logout,::1,,,,
"2023-10-29 15:12:40",/jootidigitalhealthcare/login,3,login,::1,,,,
"2023-10-29 15:12:50",/jootidigitalhealthcare/logout,3,logout,::1,,,,
"2023-10-29 15:23:29",/jootidigitalhealthcare/login,3,login,::1,,,,
"2023-10-29 15:23:39",/jootidigitalhealthcare/logout,3,logout,::1,,,,
"2023-10-29 15:24:01",/jootidigitalhealthcare/login,1,login,::1,,,,
"2023-10-29 16:04:16",/jootidigitalhealthcare/logout,1,logout,::1,,,,
"2023-10-29 16:04:24",/jootidigitalhealthcare/login,7,login,::1,,,,
"2023-10-29 16:26:35",/jootidigitalhealthcare/logout,7,logout,::1,,,,
"2023-10-29 16:26:50",/jootidigitalhealthcare/login,3,login,::1,,,,
"2023-10-29 16:58:59",/jootidigitalhealthcare/logout,3,logout,::1,,,,
"2023-10-29 16:59:03",/jootidigitalhealthcare/login,3,login,::1,,,,
"2023-10-29 17:47:01",/jootidigitalhealthcare/logout,3,logout,::1,,,,
"2023-10-29 17:47:09",/jootidigitalhealthcare/login,7,login,::1,,,,
"2023-10-29 17:55:57",/jootidigitalhealthcare/logout,7,logout,::1,,,,
"2023-10-29 17:56:01",/jootidigitalhealthcare/login,7,login,::1,,,,
"2023-10-29 17:58:44",/jootidigitalhealthcare/logout,7,logout,::1,,,,
"2023-10-29 17:58:48",/jootidigitalhealthcare/login,7,login,::1,,,,
"2023-10-29 18:00:31",/jootidigitalhealthcare/logout,7,logout,::1,,,,
"2023-10-29 18:00:34",/jootidigitalhealthcare/login,7,login,::1,,,,
"2023-10-29 18:09:54",/jootidigitalhealthcare/logout,7,logout,::1,,,,
"2023-10-29 18:09:58",/jootidigitalhealthcare/login,7,login,::1,,,,
"2023-10-29 18:10:11",/jootidigitalhealthcare/logout,7,logout,::1,,,,
"2023-10-29 18:10:19",/jootidigitalhealthcare/login,2,login,::1,,,,
"2023-10-29 18:16:55",/jootidigitalhealthcare/logout,2,logout,::1,,,,
"2023-10-29 18:17:01",/jootidigitalhealthcare/login,4,login,::1,,,,
"2023-10-29 18:18:00",/jootidigitalhealthcare/logout,4,logout,::1,,,,
"2023-10-29 18:18:19",/jootidigitalhealthcare/login,3,login,::1,,,,
"2023-10-29 18:23:05",/jootidigitalhealthcare/logout,3,logout,::1,,,,
"2023-10-29 18:23:11",/jootidigitalhealthcare/login,4,login,::1,,,,
"2023-10-29 18:24:27",/jootidigitalhealthcare/logout,4,logout,::1,,,,
"2023-10-29 18:25:06",/jootidigitalhealthcare/login,4,login,::1,,,,
"2023-10-29 18:27:09",/jootidigitalhealthcare/logout,4,logout,::1,,,,
"2023-10-29 18:27:19",/jootidigitalhealthcare/login,1,login,::1,,,,
"2023-10-29 18:28:20",/jootidigitalhealthcare/logout,1,logout,::1,,,,
"2023-10-29 18:28:27",/jootidigitalhealthcare/login,4,login,::1,,,,
"2023-10-29 18:28:41",/jootidigitalhealthcare/logout,4,logout,::1,,,,
"2023-10-29 18:28:52",/jootidigitalhealthcare/login,5,login,::1,,,,
"2023-10-29 18:31:15",/jootidigitalhealthcare/jdhlabtestsubcategoriesadd,5,A,jdh_lab_test_subcategories,test_category_id,12,,1
"2023-10-29 18:31:15",/jootidigitalhealthcare/jdhlabtestsubcategoriesadd,5,A,jdh_lab_test_subcategories,test_subcategory_name,12,,Ultrasound
"2023-10-29 18:31:15",/jootidigitalhealthcare/jdhlabtestsubcategoriesadd,5,A,jdh_lab_test_subcategories,description,12,,[MEMO]
"2023-10-29 18:31:15",/jootidigitalhealthcare/jdhlabtestsubcategoriesadd,5,A,jdh_lab_test_subcategories,test_subcategory_id,12,,12
"2023-10-29 18:31:34",/jootidigitalhealthcare/jdhlabtestsubcategoriesadd,5,A,jdh_lab_test_subcategories,test_category_id,13,,1
"2023-10-29 18:31:34",/jootidigitalhealthcare/jdhlabtestsubcategoriesadd,5,A,jdh_lab_test_subcategories,test_subcategory_name,13,,"CT Scan"
"2023-10-29 18:31:34",/jootidigitalhealthcare/jdhlabtestsubcategoriesadd,5,A,jdh_lab_test_subcategories,description,13,,[MEMO]
"2023-10-29 18:31:34",/jootidigitalhealthcare/jdhlabtestsubcategoriesadd,5,A,jdh_lab_test_subcategories,test_subcategory_id,13,,13
"2023-10-29 18:37:18",/jootidigitalhealthcare/logout,5,logout,::1,,,,
"2023-10-29 18:37:22",/jootidigitalhealthcare/login,5,login,::1,,,,
"2023-10-29 18:38:10",/jootidigitalhealthcare/jdhtestrequestsedit/2,5,U,jdh_test_requests,status_id,2,0,1
"2023-10-29 18:38:56",/jootidigitalhealthcare/logout,5,logout,::1,,,,
"2023-10-29 18:39:02",/jootidigitalhealthcare/login,2,login,::1,,,,
"2023-10-29 18:55:08",/jootidigitalhealthcare/logout,2,logout,::1,,,,
"2023-10-29 18:55:12",/jootidigitalhealthcare/login,2,login,::1,,,,
"2023-10-29 19:06:30",/jootidigitalhealthcare/logout,2,logout,::1,,,,
"2023-10-29 19:06:35",/jootidigitalhealthcare/login,4,login,::1,,,,
